custAge,profession,marital,responded
,technician,married,no
34,technician,married,no
,technician,married,no
33,management,married,no
23,blue-collar,married,no
31,services,single,no
,admin.,married,no
,blue-collar,married,no
28,technician,married,no
31,services,married,no
52,blue-collar,married,no
36,services,married,no
,technician,single,no
39,technician,single,no
32,blue-collar,married,no
,technician,married,no
39,technician,married,no
43,technician,single,no
54,blue-collar,married,no
38,student,single,no
32,management,single,no
27,technician,married,no
58,retired,married,no
38,blue-collar,married,yes
34,management,married,no
29,technician,single,no
38,admin.,married,no
35,blue-collar,married,no
35,blue-collar,married,no
45,blue-collar,married,no
49,entrepreneur,married,no
,technician,married,yes
,services,single,no
,technician,single,no
45,technician,married,no
31,technician,single,no
,management,divorced,no
,admin.,married,yes
,technician,married,yes
46,admin.,married,no
35,blue-collar,single,no
,retired,married,no
46,technician,married,no
53,entrepreneur,married,no
44,housemaid,married,no
51,technician,married,no
30,admin.,married,no
39,services,married,no
34,blue-collar,married,no
35,technician,divorced,no
41,management,married,no
37,admin.,married,no
48,blue-collar,single,no
32,admin.,married,no
51,technician,married,no
27,admin.,single,no
,blue-collar,married,no
59,management,married,yes
36,student,single,no
44,management,married,no
,admin.,married,no
41,blue-collar,married,no
,admin.,married,yes
33,admin.,married,no
29,admin.,single,no
,unemployed,married,no
52,unknown,married,no
43,blue-collar,married,no
39,admin.,single,no
41,entrepreneur,married,yes
29,admin.,single,yes
50,admin.,married,no
33,technician,single,no
39,technician,married,no
,blue-collar,married,no
32,technician,married,no
30,admin.,single,no
31,self-employed,single,no
,blue-collar,married,no
38,blue-collar,married,no
30,services,divorced,no
,admin.,married,no
51,services,married,no
35,blue-collar,single,no
39,admin.,married,no
32,blue-collar,married,no
37,technician,married,no
35,blue-collar,married,no
39,technician,married,yes
33,management,married,no
41,blue-collar,married,no
45,admin.,married,no
38,blue-collar,single,no
29,admin.,single,no
,admin.,married,no
52,admin.,married,no
37,blue-collar,married,no
30,admin.,single,no
,services,single,no
30,admin.,married,no
25,technician,single,no
32,blue-collar,married,no
24,technician,single,yes
28,student,single,no
46,blue-collar,married,no
34,admin.,married,no
54,blue-collar,married,yes
47,admin.,married,no
36,self-employed,married,no
38,technician,married,no
28,blue-collar,married,no
53,technician,married,yes
,blue-collar,married,no
,retired,married,no
,blue-collar,single,yes
32,admin.,married,no
35,technician,married,yes
,entrepreneur,married,no
35,unemployed,married,no
48,services,married,no
47,services,married,no
38,management,married,no
27,student,married,no
,student,single,yes
22,student,single,yes
,technician,single,no
,blue-collar,married,no
44,self-employed,married,no
19,student,single,yes
43,blue-collar,married,no
29,blue-collar,single,no
39,services,single,no
39,management,married,no
60,retired,married,no
26,blue-collar,single,no
33,blue-collar,married,no
38,blue-collar,married,no
45,unemployed,married,no
,retired,married,no
,management,divorced,yes
29,admin.,single,no
38,technician,married,no
39,admin.,married,yes
47,services,married,no
28,management,married,yes
41,entrepreneur,divorced,no
53,retired,married,no
45,services,married,no
36,housemaid,divorced,no
39,blue-collar,divorced,no
,admin.,married,no
31,services,single,no
45,blue-collar,married,yes
55,retired,married,no
,blue-collar,married,no
,technician,divorced,no
25,technician,single,no
39,technician,single,no
,technician,married,no
33,entrepreneur,married,no
,housemaid,married,no
,blue-collar,married,no
41,technician,married,no
54,blue-collar,married,no
35,technician,single,no
35,services,single,no
46,admin.,married,no
41,technician,married,no
33,admin.,married,no
,admin.,divorced,yes
,admin.,single,no
40,blue-collar,married,no
50,blue-collar,married,no
46,admin.,married,no
,technician,single,no
,management,married,no
28,technician,divorced,no
45,technician,single,no
59,admin.,married,no
42,entrepreneur,married,no
46,admin.,married,no
39,blue-collar,divorced,no
48,management,married,no
29,admin.,single,no
,management,married,no
30,admin.,divorced,no
51,admin.,divorced,no
,housemaid,married,no
31,technician,married,no
,blue-collar,married,no
26,technician,single,no
39,blue-collar,married,no
40,blue-collar,married,no
34,blue-collar,married,no
53,housemaid,married,no
39,entrepreneur,married,no
55,technician,single,no
,blue-collar,married,no
34,admin.,single,no
,blue-collar,married,no
42,housemaid,married,no
28,technician,single,no
25,services,single,no
,services,married,no
40,technician,married,no
33,technician,married,no
43,technician,married,no
,housemaid,single,no
34,technician,married,no
33,services,married,no
41,self-employed,single,no
49,blue-collar,married,no
32,technician,married,no
,technician,married,yes
48,blue-collar,married,no
34,admin.,married,no
,self-employed,single,no
50,management,divorced,no
33,management,single,no
24,admin.,single,no
57,management,married,no
34,technician,married,no
,technician,single,no
42,blue-collar,single,no
59,blue-collar,married,no
31,blue-collar,single,no
,services,divorced,no
37,technician,married,no
,blue-collar,married,no
32,blue-collar,married,no
34,technician,married,no
47,management,married,no
,technician,married,yes
,blue-collar,married,no
,blue-collar,single,no
,services,married,no
44,admin.,married,no
57,self-employed,married,no
35,self-employed,single,no
,technician,married,no
,technician,single,no
30,services,married,no
32,unemployed,single,yes
,admin.,single,no
,services,divorced,yes
,entrepreneur,married,no
,admin.,married,no
26,blue-collar,married,no
36,services,married,no
,retired,married,no
29,admin.,single,yes
,blue-collar,married,no
,admin.,divorced,no
34,admin.,single,no
70,retired,married,yes
43,services,single,no
32,technician,married,no
,blue-collar,married,no
,blue-collar,married,no
35,admin.,single,yes
32,admin.,single,no
29,management,single,no
27,technician,married,no
35,blue-collar,divorced,no
,blue-collar,married,no
34,technician,married,no
30,blue-collar,married,no
29,admin.,single,no
,blue-collar,married,no
,technician,married,no
35,technician,married,no
27,blue-collar,married,no
30,blue-collar,married,yes
37,admin.,married,no
27,technician,single,no
68,management,married,no
27,blue-collar,married,no
58,retired,married,no
53,admin.,married,yes
32,blue-collar,married,no
31,admin.,married,no
25,entrepreneur,single,no
31,admin.,married,no
25,admin.,single,yes
,technician,single,no
76,management,married,yes
29,blue-collar,married,no
21,services,single,no
30,technician,single,no
45,management,married,yes
,services,married,no
33,housemaid,divorced,no
34,technician,married,no
,blue-collar,married,no
,admin.,divorced,no
,technician,single,yes
66,retired,married,yes
31,technician,married,yes
32,admin.,married,no
28,self-employed,single,no
33,services,married,no
67,retired,divorced,no
30,blue-collar,married,no
,management,married,no
,technician,married,no
,admin.,single,no
38,technician,married,no
,admin.,married,no
48,blue-collar,married,no
39,admin.,married,no
25,blue-collar,single,no
29,admin.,single,no
46,student,single,no
33,admin.,married,no
51,blue-collar,married,no
38,services,single,no
,services,married,yes
,entrepreneur,single,no
,self-employed,single,no
48,services,married,no
36,self-employed,divorced,no
33,blue-collar,single,no
32,technician,single,no
43,self-employed,married,yes
43,admin.,single,no
,blue-collar,married,no
36,blue-collar,married,no
,services,single,no
24,admin.,single,yes
52,services,divorced,no
46,blue-collar,married,no
,technician,single,no
,unemployed,married,no
,admin.,single,no
,technician,single,no
54,admin.,married,no
,blue-collar,married,no
37,blue-collar,married,yes
,services,single,no
29,technician,single,no
,admin.,married,no
46,blue-collar,married,no
73,retired,married,no
42,management,married,no
41,technician,divorced,yes
56,technician,married,no
34,admin.,divorced,no
36,management,married,no
31,blue-collar,married,no
,technician,divorced,no
30,technician,married,no
40,entrepreneur,divorced,no
,technician,married,no
54,housemaid,divorced,no
43,housemaid,married,no
,unemployed,married,no
,technician,married,no
,admin.,divorced,no
36,blue-collar,married,no
26,admin.,single,no
53,self-employed,married,no
34,blue-collar,married,no
66,retired,married,yes
33,technician,single,yes
,unemployed,single,no
35,blue-collar,married,yes
35,technician,single,no
32,admin.,married,yes
,admin.,married,no
31,unemployed,single,no
31,management,single,no
42,blue-collar,married,no
35,management,married,no
39,blue-collar,married,no
29,technician,single,no
26,services,married,no
38,technician,married,no
37,admin.,single,no
35,services,married,yes
,admin.,married,yes
26,blue-collar,married,no
34,blue-collar,married,no
41,blue-collar,married,no
,admin.,divorced,yes
,admin.,single,no
,blue-collar,married,no
48,services,married,no
31,technician,single,no
28,services,married,no
45,admin.,married,yes
33,entrepreneur,single,no
32,blue-collar,single,no
40,admin.,single,no
,blue-collar,married,no
31,blue-collar,married,no
57,retired,single,no
41,technician,married,no
36,admin.,married,no
56,services,divorced,no
44,technician,married,no
33,management,single,no
,services,married,no
45,blue-collar,married,no
34,admin.,married,no
29,blue-collar,married,no
40,services,married,no
33,entrepreneur,married,no
37,unemployed,single,no
32,technician,married,no
54,services,divorced,yes
41,blue-collar,married,no
,technician,single,no
70,admin.,married,yes
,admin.,single,no
35,admin.,single,no
,technician,single,no
48,admin.,divorced,no
42,admin.,married,no
33,admin.,single,no
32,admin.,single,no
38,blue-collar,divorced,no
50,technician,divorced,no
40,admin.,married,no
36,entrepreneur,married,yes
36,admin.,single,no
31,blue-collar,married,no
38,admin.,married,no
,technician,married,no
30,technician,single,no
,blue-collar,married,no
36,blue-collar,single,yes
30,technician,married,no
41,blue-collar,married,no
50,blue-collar,married,yes
,services,divorced,no
,blue-collar,married,no
,services,married,no
40,admin.,married,no
43,technician,single,no
37,housemaid,married,no
,technician,single,no
32,blue-collar,married,no
,blue-collar,single,no
,management,single,no
29,technician,married,no
36,admin.,single,no
,services,single,no
43,admin.,married,no
,management,married,no
52,management,divorced,no
55,services,divorced,no
57,admin.,married,no
40,unemployed,divorced,no
,blue-collar,divorced,no
51,blue-collar,divorced,no
50,admin.,married,no
,retired,married,no
,student,single,yes
47,services,married,no
,admin.,married,no
,admin.,divorced,yes
34,technician,divorced,no
42,blue-collar,married,no
44,admin.,married,no
54,services,married,no
,services,married,no
42,technician,married,no
